Artist_Name,Birth_Year,Turnover,Sold Lots,Highest Price
Markus Hanakam,1979,,,
Markus Hawlik,1951,,,
Markus Kayser,1983,,,
Markus LÃ¼pertz,1941,,,
Markus Muntean,1962,,,
Markus Nevalainen,1970,,,
Markus Oehlen,1956,,,
Markus Raetz,1941,,,
Markus Schinwald,1973,,,
Marleen Gorris,1948,,,
Marlene Dumas,1953,12339092,65,3615000
Marlene McCarty,1957,,,
Marlene Streeruwitz,1950,,,
Marlon Castellanos,1974,,,
Marlon Riggs,1957,,,
Marly Stone,1944,,,
Marsha Burns,1945,,,
Marsha Cottrell,1964,,,
Marta MinujÃ­n,1943,,,
MartÃ­n Ruiz de AzÃºa,1965,,,
Martha Colburn,1972,,,
Martha Diamond,1944,,,
Martha Holt,1945,,,
Martha Rosler,1943,,,
Martha Wilson,1947,,,
Marti Cormand,1970,,,
Martial Raysse,1936,,,
Martijn Wegman,1955,,,
Martin Arnold,1959,,,
Martin Assig,1959,,,
Martin Barooshian,1929,,,
Martin Boyce,1967,,,
Martin Bruch,1961,,,
Martin Campbell,1943,,,
Martin Creed,1968,,,
Martin Disler,1949,,,
Martin Eder,1968,,,
Martin Kersels,1960,,,
Martin Kippenberger,1953,18199379,34,11096876
Martin Manz,1954,,,
Martin Moratillo,1968,,,
Martin Parr,1952,,,
Martin Prinzhorn,1957,,,
Martin Puryear,1941,,,
Martin Roberts,1943,,,
Martin Schneider,1926,,,
Martin Scorsese,1942,,,
Martin Sharp,1942,,,
Martin Sumers,1922,,,
Martin Szekely,1956,,,
Martin Walde,1957,,,
Martin Wattenberg,1970,,,
Martin Wong,1946,,,
Martine Aballea,1950,,,
Martine Barrat,1943,,,
Martine Bedin,1957,,,
Martine Franck,1938,,,
Martus Granirer,1933,,,
Marty Kohn,1953,,,
Martyn Atkins,1959,,,
Marvin Brown,1943,,,
Marvin E. Newman,1927,,,
Marvin Harden,1935,,,
Marvin Israel,1924,,,
Marvin Rhodes,1948,,,
Mary Ann Dorr,1930,,,
Mary Bauermeister,1934,,,
Mary Beth Edelson,1933,,,
Mary E. Frey,1948,,,
Mary Frank,1933,,,
Mary Heilmann,1940,,,
Mary Kocol,1962,,,
Mary Lee Bendolph,1935,,,
Mary Lou Jepsen,1965,,,
Mary Lucier,1944,,,
Mary Miss,1944,,,
Mary Peck,1952,,,
Mary Rogers,1929,,,
Mary Vieira,1927,,,
Mary Walker Phillips,1923,,,
Mary Weatherford,1963,,,
Maryan S. Maryan,1927,,,
Masahisa Fukase,1934,,,
Masaki Fujihata,1956,,,
Masamichi Udagawa,1964,,,
Masamitsu Moriwaki,1924,,,
Masao Adachi,1939,,,
Masatoshi Naitoh,1938,,,
Masatoshi Toda,1948,,,
Masaya Matsuura,1961,,,
Masayuki Kurokawa,1937,,,
Masayuki Nagare,1923,,,
Mason Williams,1938,,,
"Mass Studies, Seoul, Korea",2003,,,
Massimo Banzi,1968,,,
Massimo Giacon,1961,,,
Massimo Morozzi,1941,,,
Massimo Scolari,1943,,,
Massimo Vignelli,1931,,,
Massoud Hassani,1983,,,
Master Lock Company,1921,,,
Masunobu Yoshimura,1932,,,
Masuo Ikeda,1934,,,
Masuteru Aoba,1939,,,
MatÃ­as Duville,1974,,,
MatÃ­as PiÃ±eiro,1982,,,
matali crasset,1965,,,
Mateo LÃ³pez,1978,,,
Mateo Manaure,1926,,,
Materialise NV,1995,,,
Mathias Augustyniak,1967,,,
Mathias Bengtsson,1971,,,
Mathias Gmachl,1974,,,
Mathias Poledna,1965,,,
Mathias Schmied,1976,,,
Mathias Ungers,1926,,,
Mathieu Lehanneur,1974,,,
Mati Basis,1933,,,
Mati Diop,1982,,,
Matias Meyer,1979,,,
Matsumi Kanemitsu,1922,,,
Matsumura Sadaiku,1936,,,
Matt Connors,1976,,,
Matt Greene,1972,,,
Matt Keegan,1976,,,
Matt Kenyon,1977,,,
Matt Lucero,1976,,,
Matt Mullican,1951,,,
Matt Porterfield,1977,,,
Matt Saunders,1975,,,
Matteo Bazzicalupo,1966,,,
Matteo Borghi,1976,,,
Matteo Garrone,1968,,,
Matteo Ragni,1972,,,
Matthew Abbott,1965,,,
Matthew Barney,1967,,,
Matthew Benedict,1968,,,
Matthew Brannon,1971,,,
Matthew Buckingham,1963,,,
Matthew Carter,1937,,,
Matthew Geller,1954,,,
Matthew Monahan,1972,,,
Matthew Pillsbury,1973,,,
Matthew Ritchie,1964,,,
Matthew Ronay,1976,,,
Matthias Hoch,1958,,,
Matthias MÃ¼ller,1961,,,
Matthias Mansen,1958,,,
Matthias Megyeri,1973,,,
Matthias Sauerbruch,1955,,,
Mattia Moreni,1920,,,
Maude Schuyler Clay,1953,,,
Maureen Bisilliat,1931,,,
Maurice Pialat,1933,,,
Mauricio Guillen,1971,,,
Mauricio Nannucci,1939,,,
Mauricio Pezo,1973,,,
Maurizio Cattelan,1960,1578767,83,637853
Maurizio Ficcadenti,1970,,,
Mavis Pusey,1928,,,
Max Almy,1948,,,
Max Becher,1964,,,
Max Boehme,1965,,,
Max Cole,1937,,,
Max Neuhaus,1939,,,
Max Peintner,1937,,,
Max Weisel,1991,,,
Maxi Cohen,1949,,,
Maxim Boronilov,1980,,,
"Maxis, Inc.",1987,,,
May Stevens,1924,,,
Maya Ying Lin,1959,,,
"Mazda Motor Corporation, California",1920,,,
McDonald (Mackey Jeffries) Bane,1928,,,
"McDonnell Aircraft Corp., St. Louis, MO",1939,,,
Mduduzi Xakaza,1965,,,
"Med-Eng Systems, Inc.",1981,,,
Mediated Matter Group,2010,,,
Meg Cranston,1960,,,
Megahouse Corporation,1962,,,
Mehdi Charef,1952,,,
Mehrdad Yazdani,1959,,,
Mei-mei Berssenbrugge,1947,,,
Meiro Koizumi,1976,,,
Mel Bochner,1940,,,
Mel Chin,1951,,,
Mel Kendrick,1949,,,
Mel Ramos,1935,,,
Melanie Smith,1965,,,
Melik Ohanian,1969,,,
Melinda Morey,1963,,,
Melissa Ann Pinney,1953,,,
Melissa Meyer,1947,,,
Melissa Miller,1951,,,
Melissa Shook,1939,,,
Melvin Edwards,1937,,,
Melvin Zabarsky,1932,,,
Memed Erdener,1970,,,
"Memphis, Milan",1981,,,
Menashe Kadishman,1932,,,
Mendell & Oberer,1961,,,
Menno Meyjes,1954,,,
Mercedes Pardo,1922,,,
Meredith Danluck,1976,,,
Meredith Monk,1942,,,
Merg Ross,1941,,,
Merle Spandorfer,1934,,,
Merry Alpern,1955,,,
Mervyn Kurlansky,1936,,,
Metalarte,1932,,,
Meyer Vaisman,1960,,,
Mia Ferrara,1977,,,
Miao Xiaochun,1964,,,
Micha Bar-Am,1930,,,
Micha Ullman,1939,,,
MichaÃ«l Borremans,1963,,,
Michael A. Smith,1942,,,
Michael Alan Cousins,1938,,,
Michael Almereyda,1959,,,
Michael Amzalag,1968,,,
Michael Anastassiades,1967,,,
Michael Andrews,1928,,,
Michael Apted,1941,,,
Michael Ayrton,1921,,,
Michael Baldwin,1945,,,
Michael Bierut,1957,,,
Michael Bishop,1946,,,
Michael Blum,1966,,,
Michael Bolus,1934,,,
Michael Buthe,1944,,,
Michael Byron,1954,,,
Michael C. Gross,1945,,,
Michael Carapetian,1938,,,
Michael Caton-Jones,1957,,,
Michael Chernyshov,1945,,,
Michael Ciavolino,1924,,,
Michael Cline,1973,,,
Michael Cooper,1941,,,
Michael Corris,1949,,,
Michael Craig-Martin,1941,,,
Michael Crichton,1942,,,
Michael Cuesta,1963,,,
Michael D. Dailey,1938,,,
Michael Elmgreen,1961,,,
Michael Engelmann,1928,,,
Michael English,1941,,,
Michael Frederiksen,1966,,,
Michael Gerald Bauer,1982,,,
Michael Gitlin,1943,,,
Michael Goldberg,1924,,,
Michael Graves,1934,,,
Michael Gross,1920,,,
Michael Hafftka,1953,,,
Michael Haneke,1942,,,
Michael Harris,1933,,,
Michael Heizer,1944,,,
Michael Hurson,1941,,,
Michael Hvorecky,1976,,,
Michael Jackson,1958,,,
Michael Joaquin Grey,1961,,,
Michael Joo,1966,,,
Michael Kalil,1943,,,
Michael Kirby,1931,,,
Michael Klier,1943,,,
Michael Krebber,1954,242658,5,175000
Michael Landy,1963,,,
Michael Lax,1929,,,
Michael Magnan,1977,,,
Michael Maltzan,1959,,,
Michael Mandel,1950,,,
Michael Martone,1941,,,
Michael Mazur,1935,,,
Michael McClure,1932,,,
Michael McCoy,1944,,,
Michael McLoughlin,1936,,,
Michael Meredith,1971,,,
Michael Moore,1954,,,
Michael Mullen,1937,,,
Michael Nesmith,1942,,,
Michael Oblowitz,1943,,,
Michael Paxton,1957,,,
Michael Ponce De Leon,1922,,,
Michael Putnam,1937,,,
Michael Raedecker,1963,,,
Michael Rakowitz,1973,,,
Michael Ray Charles,1967,,,
Michael Rock,1959,,,
Michael Rodriguez,1964,,,
Michael S. Riedel,1972,,,
Michael S. Zane,1948,,,
Michael Schmidt,1945,,,
Michael Scoggins,1973,,,
Michael Shamberg,1945,,,
Michael Singer,1945,,,
Michael Smith,1951,,,
Michael Snow,1929,,,
Michael Sorkin,1948,,,
Michael Spano,1949,,,
Michael Sporn,1946,,,
Michael Steiner,1942,,,
Michael Venezia,1935,,,
Michael Vessa,1948,,,
Michael Vivo,1947,,,
Michael Von Biel,1937,,,
Michael Watling,1941,,,
Michael Webb,1937,,,
Michael Wesely,1963,,,
Michael Williams,1978,,,
Michael Wilson,1947,,,
Michael Winterbottom,1961,,,
Michael Young,1952,,,
Michael Zimmerman,1956,,,
Michaela Allan Murphy,1952,,,
Michaela Eichwald,1967,,,
Michaela Math,1968,,,
Michail Bletsas,1967,,,
Michal Rovner,1957,,,
Michel Auder,1945,,,
Michel Fortier,1943,,,
Michel Gondry,1963,,,
Michel Guino,1926,,,
Michel Majerus,1967,884843,15,237500
Michel Onfray,1959,,,
Michel Parmentier,1938,,,
Michel Sauer,1949,,,
Michel Szulc Krzyzanowski,1949,,,
Michel WÃ¼rthle,1943,,,
Michelangelo Frammartino,1968,,,
Michelangelo Pistoletto,1933,,,
Michele Abeles,1977,,,
Michele De Lucchi,1951,,,
Michele Gauler,1973,,,
Michelle Segre,1965,,,
Michelle Stone,1944,,,
Michelle Stuart,1938,,,
Michio Arai,1938,,,
Michio Hanyu,1933,,,
Mick Jackson,1943,,,
Mick Rock,1949,,,
Mickalene Thomas,1971,,,
Mickey McGowan,1946,,,
"Micro Compact Car Smart GmbH, Renningen, Germany, and Hambach, France",1994,,,
MieczysÅ‚aw GÃ³rowski,1941,,,
Mieko Shiomi,1938,,,
Miguel Angel Rios,1943,,,
Miguel Angel Rojas,1946,,,
Miguel Bresciano,1937,,,
Miguel Conde,1939,,,
Miguel Cruchaga BelaÃºnde,1940,,,
Miguel Gomes,1972,,,
Miguel Ocampo,1922,,,
Miguel Ortiz Berrocal,1933,,,
Miguel Rio Branco,1946,,,
Miguel Rodrigo MazurÃ©,1926,,,
Miguel-Ãngel CÃ¡rdenas,1934,,,
Mika Rottenberg,1976,,,
Mikael BjÃ¶rnstjerna,1945,,,
Mikal Baker,1946,,,
Mike and Doug Starn,1961,,,
Mike Glier,1953,,,
Mike Hodges,1932,,,
Mike Kelley,1954,3613359,18,2344822
Mike Leigh,1943,,,
Mike Lien/The New York Times from CBS News,1936,,,
Mike Mosco,1921,,,
Mike Nichols,1931,,,
Mike Smith,1951,,,
Mike Thomas,1963,,,
Mikhael Subotzky,1981,,,
Mikko Heikkinen,1949,,,
Miklos Erhardt,1966,,,
Mikon van Gastel,1971,,,
Milan KnÃ­Å¾Ã¡k,1940,,,
Milan Kunc,1944,,,
Mildred Thompson,1935,,,
Miljenko Horvat,1935,,,
Milko Kelemen,1924,,,
Milos Forman,1932,,,
Milos Macourek,1926,,,
Milton Glaser,1929,,,
Mimi Parent,1924,,,
Mimi Smith,1942,,,
Mimmo Paladino,1948,839103,76,111266
Minerva Cuevas,1975,,,
Minh Nguyen-Vo,1956,,,
Minoru Niizuma,1930,,,
Miquel Barcelo,1957,2952481,40,545250
Mira Nair,1957,,,
Miranda July,1974,,,
Mircea Cantor,1977,,,
Miriam BÃ¤ckstrÃ¶m,1967,,,
Miriam BÃ¶hm,1972,,,
Miriam Bat-Yosef,1931,,,
Miriam Cahn,1949,,,
Miriam Klein Stahl,1971,,,
Miriam Schapiro,1923,,,
Mirko IliÄ‡,1956,,,
Miro Svolik,1960,,,
MirosÅ‚aw Ryszard Ryszard,1952,,,
Miroslav Sutej,1936,,,
Miroslaw Balka,1958,,,
Mirta GÃ³mez,1953,,,
Misako Kirigaya,1985,,,
MIT Materials Science and Engineering,1974,,,
MIT Media Laboratory,1985,,,
Mitch Epstein,1952,,,
Mitsubishi Electric Corp.,1921,,,
Mitsuo Kano,1933,,,
Mitsuo Maki,1948,,,
Miyako Ishiuchi,1947,,,
Mladen StilinoviÄ‡,1947,,,
Modest Cuixart,1925,,,
Mogens Balle,1921,,,
Mohamed Diab,1977,,,
Mohamed Melehi,1936,,,
Mohammad Rasoulof,1972,,,
Mohan B. Samant,1926,,,
Mohsen Vaziri-Moqaddam,1924,,,
Moik Schiele,1938,,,
Moira Dryer,1957,,,
Moishe Smith,1929,,,
Mokuma Kikuhata,1935,,,
Molly Crabapple,1983,,,
"molo design, ltd., vancouver, canada",2004,,,
Mon Levinson,1926,,,
Mona Hatoum,1952,272346,12,98486
Monica Bonvicini,1965,,,
Monica Majoli,1963,,,
Monika Andersson,1957,,,
Monika Baer,1964,,,
Monika Sosnowska,1972,,,
Monteiro Filho,1925,,,
"Montis b.v., the Netherlands",1975,,,
Montse PadrÃ³s i MarquÃ©s,1952,,,
Moon Hoon,1968,,,
Moorhead & Moorhead,2000,,,
Morihiro Wada,1947,,,
Moris (Israel Meza Moreno),1978,,,
Morison S. Cousins,1934,,,
Moritz Waldemeyer,1974,,,
"Morphosis, Santa Monica, CA",1972,,,
Morteza Farshbaf,1986,,,
Mortimer,1941,,,
MOS Architects,2003,,,
Moshe Gershuni,1936,,,
Moshe Kupfermann,1926,,,
Moshe Zabari,1935,,,
Moshekwa Langa,1975,,,
"Motorola, Inc.",1928,,,
Moustapha DimÃ©,1952,,,
Mowry Thatcher Baden,1936,,,
Moyra Davey,1958,,,
MTA New York City Transit Team,1953,,,
"MTM arquitectos, Madrid",1993,,,
Munira Al-Kazi,1939,,,
Muriel Cooper,1925,,,
Murray Broom,1955,,,
Murray Riss,1940,,,
Murray Zimiles,1941,,,
Mutsumi Suzuki,1942,,,
Myrna BÃ¡ez,1931,,,
N. Dash,1980,,,
N. Jay Jaffee,1921,,,
N. Krishna Reddy,1925,,,
NaÃºl Ojeda,1939,,,
Nachume Miller,1949,,,
Nadia CoÃ«n,1961,,,
Nadia Kaabi-Linke,1978,,,
Naftali Rakuzin,1948,,,
Naghi Nemati,1977,,,
Nagisa Oshima,1932,,,
Nagy Shaker,1930,,,
Nahid Ghobadi,1964,,,
Nahum Tevet,1946,,,
Nair Benedicto,1940,,,
Nalini Malani,1946,,,
Nam June Paik,1932,,,
Nan Achnas,1963,,,
Nan Goldin,1953,430750,67,29578
Nan Hoover,1931,,,
"NanaOn-Sha Co., Ltd.",1993,,,
Nancy Andrews,1961,,,
Nancy Azara,1939,,,
Nancy Buchanan,1946,,,
Nancy Burson,1948,,,
Nancy Graves,1940,,,
Nancy Grossman,1940,,,
Nancy Guay Giesberger,1945,,,
Nancy Haynes,1947,,,
Nancy Hellebrand,1944,,,
Nancy Holt,1938,,,
Nancy Reddin Kienholz,1943,,,
Nancy Rexroth,1946,,,
Nancy Rubins,1952,,,
Nancy Skolos,1955,,,
Nancy Spero,1926,,,
Nanni Moretti,1953,,,
Nanny Still,1926,,,
Naoki Yoshimoto,1940,,,
Naoko Tosa,1961,,,
Naomi Boretz,1935,,,
Naomi Elliott,1987,,,
Naomi Savage,1927,,,
Naomi Tereza Salmon,1965,,,
Naoto Fukasawa,1956,,,
Naoto Nakagawa,1944,,,
Naoya Hatakeyama,1958,,,
Narcisse Tordoir,1954,,,
Nari Ward,1963,,,
Nasreen Mohamedi,1937,,,
Natalia Almada,1974,,,
Natalie Czech,1976,,,
Natascha Sadr Haghighian,1953,,,
Nate Lowman,1979,409193,8,275000
Nathalie Djurberg,1978,,,
Nathalie du Pasquier,1957,,,
Nathan Coley,1967,,,
Nathan Farb,1941,,,
Nathan Lyons,1930,,,
Nathan Oliveira,1928,,,
Nathaniel Dorsky,1943,,,
Nathaniel Kahn,1963,,,
"National Semiconductor Corporation, USA",1959,,,
National Union of Sahrawi Women,1979,,,
Natsuyuki Nakanishi,1935,,,
Navin Rawanchaikul,1971,,,
Nayland Blake,1960,,,
Neal Ascherson,1932,,,
Neal Boenzi/The New York Times,1925,,,
Neal Small,1937,,,
"Neal Small Designs Inc., New York, NY",1965,,,
Neal White,1947,,,
"NEC Design, Ltd.",1971,,,
Ned Sublette,1951,,,
Nedko Solakov,1957,,,
Nedo Mion Ferrario,1926,,,
Neelon Crawford,1946,,,
Neil Anderson,1933,,,
Neil Farber,1975,,,
Neil Goldberg,1963,,,
Neil Jenney,1945,1109300,3,735000
Neil Katz,1962,,,
Neil M. Denari,1957,,,
Neil Maurer,1941,,,
Neil Trager,1947,,,
Neil Welliver,1929,,,
Neil Winokur,1945,,,
Nell Blaine,1922,,,
Nelson Henricks,1963,,,
Nelson Montes,1972,,,
Nelson Pereira dos Santos,1928,,,
Nelson Ricardo Savinon,1971,,,
Nelson Sullivan,1948,,,
nendo,2002,,,
Neo Human Toys,2003,,,
Neo Rauch,1960,2942960,33,857734
Neri Oxman,1976,,,
Nervous System,2007,,,
Nestor Olhagaray,1946,,,
Neville Brody,1957,,,
Neville de Almeida,1941,,,
New York Architects,1984,,,
Newton Harrison,1932,,,
Nhem Ein,1959,,,
Nhlanhla Xaba,1960,,,
Nic Hess,1968,,,
Nic Nicosia,1951,,,
Nice Style The World's First Pose Band,1971,,,
Nicholas Africano,1948,,,
Nicholas Dean,1933,,,
Nicholas Felton,1977,,,
Nicholas Grimshaw,1939,,,
Nicholas Hytner,1956,,,
Nicholas Krushenick,1929,,,
Nicholas Luttinger,1942,,,
Nicholas Macdonald,1944,,,
Nicholas Negroponte,1943,,,
Nicholas Nixon,1947,,,
Nicholas Sperakis,1943,,,
Nick Butler,1942,,,
Nick Cave,1959,,,
Nick Clark,1984,,,
Nick Egan,1957,,,
Nick Fasciano,1940,,,
Nick Knight,1958,,,
Nick Mauss,1980,,,
Nick Relph,1979,,,
Nick Roericht,1932,,,
Nick Schade,1963,,,
Nickie Campbell,1962,,,
Nicola Constantino,1964,,,
Nicola LÃ³pez,1975,,,
Nicola Tyson,1960,,,
NicolÃ¡s Paris,1977,,,
NicolÃ¡s Pereda,1977,,,
Nicolas Faure,1949,,,
Nicolas Garcia Uriburu,1937,,,
Nicolas Lampert,1969,,,
Nicolas Roope,1972,,,
Nicolas Tucker,1948,,,
Nicolas Winding Refn,1970,,,
Nicolau Vergueiro,1977,,,
Nicolaus Ott,1949,,,
Nicole Eisenman,1965,540563,22,175000
Nicos Zographos,1931,,,
Niele Toroni,1937,,,
Niels Due Jensen,1943,,,
Niels Sylvester Bendtsen,1943,,,
Nigel Cooke,1973,,,
Nigel Hall,1943,,,
Nikhil Garde,1972,,,
Niki de Saint Phalle,1930,,,
Nikki Bell,1959,,,
Nikki Dibben,1969,,,
Niklaus Troxler,1947,,,
Nikolai Gritsouk,1922,,,
Nikolas Gambaroff,1979,,,
Nilo Giocchini,1946,,,
Nina Bovasso,1965,,,
Nina Lola Bachhuber,1971,,,
Nina Rosenblum,1955,,,
Nina Serrano,1934,,,
Nipa Doshi,1971,,,
Noah Baumbach,1969,,,
Noam Gonick,1973,,,
Noam Toran,1975,,,
NOAQ Flood Protection AB,2001,,,
Nobi Nakanishi,1975,,,
Nobuaki Kojima,1935,,,
Nobuhiro Kawanaka,1941,,,
Nobuyoshi Araki,1940,,,
Noel Zeller,1936,,,
Nomathemba Tana,1953,,,
Nono Reinhold,1929,,,
Nora Schultz,1975,,,
Nora Speyer,1923,,,
Norbert Bisky,1970,577685,12,105981
Norbert Kricke,1922,,,
Norbert Schlagheck,1925,,,
Norbert Schwontkowski,1949,,,
Noriaki Okabe,1931,,,
Noriko Ambe,1967,,,
Noriko Furunishi,1966,,,
Noritoshi Hirakawa,1960,,,
Noriyuki Okuda,1940,,,
Norma G. Morgan,1928,,,
Norman Bluhm,1920,,,
Norman Bruns,1921,,,
Norman Catherine,1949,,,
Norman Cherner,1920,,,
Norman Cohn,1946,,,
Norman Foster,1935,,,
Norman Ives,1923,,,
Norman Jewison,1926,,,
Norman Lerner,1927,,,
Norman Lundin,1938,,,
Norman Seeff,1939,,,
Norman Yonemoto,1946,,,
Norman Zammitt,1931,,,
North Safety Products,1973,,,
North Safety Products Development and Manufacturing Team,1973,,,
Not Vital,1948,,,
npk industrial design b.v.,1979,,,
"NTT DOCOMO, Inc.",1991,,,
Nuno Leonel,1969,,,
Nuri Bilge Ceylan,1959,,,
Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks),1932,,,
O Meul,1971,,,
Octave Landuyt,1922,,,
Oday Rasheed,1973,,,
Oded Ezer,1972,,,
OFFECCT,1990,,,
Oki Sato,1977,,,
Olaf Breuning,1970,,,
Olaf Nicolai,1962,,,
Olaf von Bohr,1927,,,
Olaf Wegewitz,1949,,,
Olafur Eliasson,1967,626917,33,100000
Olav Christopher Jenssen,1954,,,
Olav Westphalen,1963,,,
Ole Scheeren,1971,,,
Olga Chernysheva,1962,,,
Olga De Amaral,1932,,,
Olga Stolpovskaya,1969,,,
Oli Sihvonen,1921,,,
Oliver Boberg,1965,,,
Oliver Chanarin,1971,,,
Oliver Croy,1970,,,
Oliver Hermanus,1983,,,
Oliver Jackson,1935,,,
Oliver Michaels,1972,,,
Oliver Payne,1977,,,
Oliver Stone,1946,,,
Oliver Wasow,1960,,,
Olivia Parker,1941,,,
Olivier Assayas,1955,,,
Olivier Mosset,1944,,,
Olivier Mourgue,1939,,,
Olivier Peyricot,1969,,,
Olja Ivanjicki,1931,,,
Olof Backstrom,1922,,,
OMA (Office for Metropolitan Architecture),1975,,,
Omar CarreÃ±o,1927,,,
Omar Rayo,1928,,,
On Kawara,1933,,,
Ondi Timoner,1972,,,
One Laptop per Child,2005,,,
Ono Takahiro,1925,,,
Opdo Limited,2003,,,
Opera,1985,,,
Oren Moverman,1966,,,
Organ Recovery Systems,1998,,,
Orlando Garcia,1975,,,
Orly Genger,1979,,,
Ortner & Ortner,1987,,,
Osamu Kanemura,1964,,,
Osamu Nagata,1950,,,
Oscar Bailey,1925,,,
Oscar Bony,1941,,,
Oscar MuÃ±oz,1951,,,
Oscar Tenreiro Degwitz,1939,,,
Oscar Tuazon,1975,,,
Oskar Kogoj,1942,,,
Osvaldo Borda,1929,,,
Oswald Oberhuber,1931,,,
Oswald Tschirtner,1920,,,
Oswaldo Romberg,1938,,,
Otl Aicher (also known as Otto Aicher),1922,,,
Otto E. Rossler,1940,,,
Otto Fried,1922,,,
Otto Herbert Hajek,1927,,,
Otto MÃ¼hl,1925,,,
Otto Muehl,1925,,,
Otto Piene,1928,,,
Ousmane SembÃ¨ne,1923,,,
Oussama Mohammad,1954,,,
Ouzak Design Formation,1996,,,
"Ove N. Arup Consulting Engineers, London",1946,,,
P. Scott Makela,1960,,,
PÃ¤r G. Thelander,1936,,,
PÃ©ter ForgÃ¡cs,1950,,,
Pablo Lavin,1948,,,
Pablo Stoll,1974,,,
Pablo Trapero,1971,,,
Pacho Velez,1980,,,
Pacific & Atlantic Photos,1921,,,
Pae White,1963,,,
Palle Nielson,1920,,,
Pallucco Italia S.p.A.,1980,,,
Paloma Varga Weisz,1966,,,
Pamela Rosenkranz,1979,,,
Pamela Woodhead,1955,,,
Pan Daqiang,1937,,,
Panamarenko,1940,,,
Pandora Design,1998,,,
Paola Ferrario,1963,,,
Paola Pivi,1971,,,
Paolo Boni,1926,,,
Paolo Canevari,1963,,,
Paolo Deganello,1940,,,
Paolo Favi,1935,,,
Paolo Gasparini,1934,,,
Paolo Gioli,1942,,,
Paolo Guiotto,1935,,,
Paolo Isaja,1930,,,
Paolo LabaÃ±ino,1944,,,
Paolo Lomazzi,1936,,,
Paolo Pedrizzetti,1947,,,
Paolo Rizzatto,1941,,,
Paolo Taviani,1931,,,
Paper Tiger Television,1981,,,
Parallel Design Partnership,1993,,,
Park Chan-wook,1963,,,
Park McArthur,1984,,,
Park Seo Bo,1931,,,
Pascale Ferran,1960,,,
Pasquale Santoro,1933,,,
Pat Andrea,1942,,,
Pat Lasch,1944,,,
Pat O'Connor,1943,,,
Pat Steir,1940,,,
Patrice ChÃ©reau,1944,,,
Patrice Leconte,1947,,,
Patricia Dalzell,1938,,,
Patricia Johanson,1940,,,
Patricia Jon Carroll,1942,,,
Patricia Urquiola,1961,,,
Patrick Bailly-Maitre-Grand,1945,,,
Patrick Caulfield,1936,,,
Patrick Corillon,1959,,,
Patrick D. Pagnano,1947,,,
Patrick Faigenbaum,1954,,,
Patrick Jolley,1965,,,
Patrick Jouin,1967,,,
Patrick Nagel,1945,439782,18,200000
Patrick Norguet,1969,,,
Patrick Poirier,1942,,,
Patrick Procktor,1936,,,
Patrick Scott,1921,,,
Patterson Beckwith,1972,,,
Patti Smith,1946,,,
Patty Chang,1972,,,
Paul A. McDonough,1941,,,
Paul Anka,1941,,,
Paul Auster,1947,,,
Paul BrÃ¼hwiler,1939,,,
Paul Brach,1924,,,
Paul Bradley,1960,,,
Paul Budnitz,1967,,,
Paul Caponigro,1932,,,
Paul Castrucci,1978,,,
Paul Chaleff,1947,,,
Paul Chan,1973,,,
Paul Clinton,1942,,,
Paul Cocksedge,1978,,,
Paul D. Miller,1943,,,
Paul D'Amato,1956,,,
Paul Davis,1938,,,
Paul Dougherty,1953,,,
Paul E. Hultberg,1922,,,
Paul Edmunds,1970,,,
Paul Elliman,1961,,,
Paul Etienne Lincoln,1959,,,
Paul Georges,1923,,,
Paul Graham,1956,,,
Paul Gredinger,1927,,,
Paul Greengrass,1955,,,
Paul Groeneveld,1974,,,
Paul Harris,1925,,,
Paul Harrison,1966,,,
Paul Huxley,1938,,,
Paul Ickovic,1944,,,
Paul Jenkins,1923,,,
Paul Kaiser,1956,,,
Paul Kirps,1969,,,
Paul Kos,1942,,,
Paul Kwilecki,1928,,,
Paul Lewis,1966,,,
Paul Maenz,1939,,,
Paul Marcus,1953,,,
Paul McCarthy,1945,421152,9,187500
Paul Mogensen,1941,,,
Paul Morrisey,1938,,,
Paul Morrison,1966,,,
Paul Noble,1963,,,
Paul P.,1977,,,
Paul Peter Piech,1920,,,
Paul Petricone,1923,,,
Paul Pfeiffer,1966,,,
Paul Resika,1928,,,
Paul Revel,1922,,,
Paul Richard Ayre Jaschke,1979,,,
Paul Rotterdam,1939,,,
Paul Ryan,1943,,,
Paul Sarkisian,1928,,,
Paul Schudel,1951,,,
Paul Seligman,1924,,,
Paul Shambroom,1956,,,
Paul Sharits,1943,,,
Paul Sietsema,1968,,,
Paul South,1959,,,
Paul Sparks,1942,,,
Paul Spina,1937,,,
Paul Staiger,1941,,,
Paul Stolper,1947,,,
Paul Thek,1933,,,
Paul Thomas Anderson,1970,,,
Paul Treible,1968,,,
Paul van Hoeydonck,1925,,,
Paul Virilio,1932,,,
Paul Waldman,1936,,,
Paul Wong,1954,,,
Paul Wonner,1920,,,
Paul Wunderlich,1927,,,
Paula Hayes,1958,,,
Paula Horn Kotis,1922,,,
Paula Markovitch,1968,,,
Paula Rego,1935,,,
Paula Scher,1948,,,
Paulette Phillips,1956,,,
Paulina Olowska,1976,,,
Paulo Bruscky,1949,,,
Paulo Mendes da Rocha,1928,,,
Paulo Monteiro,1961,,,
Paulo Pires da Silva,1928,,,
Paulus van Leeuwen,1955,,,
